id,username,email,role,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Location Longitude,Location Latitude,Status,Drive,Battery Level,Range
626,james89,morganthomas@johnson-davis.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3843.49,82,18400,09-05-2024,22:32:38,-134.960035,-11.662149,1,Rear,30,145.5
627,johnsonsteven,lopezkimberly@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2439.59,78,59676,07-03-2024,23:29:02,27.475073,54.370307,0,Front,99,480.15
628,harrislisa,pwilkerson@simpson-lopez.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1920.56,83.9,33778,02-05-2024,18:49:17,55.295344,89.564196,0,Rear,58,281.3
629,julia17,amyhaney@wells.info,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4910.87,83.9,34164,28-04-2024,11:39:34,-85.001797,83.569107,0,Rear,85,412.25
630,luceroduane,kelly22@thomas-wong.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3637.49,78,19384,12-05-2024,20:38:40,-161.062395,-59.267965,1,Front,98,475.3
631,karina20,judy77@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1573.61,78,49761,27-08-2024,19:46:52,-52.89796,56.578116,0,Front,38,184.3
632,robertgarrett,walkerdavid@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2603.72,83.9,10842,10-09-2024,00:21:57,-95.931408,-77.013264,0,Rear,45,218.25
633,jennifer02,margaret59@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1425.25,82,46475,13-02-2024,05:54:52,134.313963,-10.079482,0,Rear,95,460.75
634,danielandrews,stephanie89@jackson.net,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3903.51,78,53533,21-10-2024,02:38:15,99.028313,53.111163,0,Front,43,208.55
635,jscott,dmartinez@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1501.88,83.9,8206,04-01-2024,12:51:19,28.508811,-51.402801,1,Rear,73,354.05
636,larry40,jnicholson@davila.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2744.47,82,4764,09-07-2024,03:48:43,-50.183213,-51.835279,1,AWD,79,383.15
637,christopherturner,uduncan@mahoney.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4841.96,82,52017,24-08-2024,06:03:23,-7.470735,-65.930097,0,AWD,57,276.45
638,marthafloyd,amber86@cole-sampson.net,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4507.43,82,21173,15-02-2024,14:03:57,1.739879,52.010185,1,AWD,36,174.6
639,bflores,jennifersmith@cuevas.info,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4175.98,78,90458,15-10-2024,02:44:21,-109.156977,-60.867052,1,Front,36,174.6
640,raven03,brownandrew@bennett.biz,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4856.4,82,59933,02-04-2024,13:54:41,35.263714,88.256231,0,Rear,77,373.45
641,smithadriana,kingrichard@johnson.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4657.6,82,74912,19-10-2024,03:54:01,94.35944,-59.577264,0,AWD,37,179.45
642,loritaylor,sarahharmon@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2086.01,83.9,88745,25-07-2024,07:55:17,-94.949472,88.658184,1,Rear,49,237.65
643,nsingh,ysmith@rogers.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3262.28,83.9,72277,14-06-2024,04:23:41,-37.513814,-5.063002,0,Rear,39,189.15
644,dsanchez,gabrielle36@zamora.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1477.68,78,58915,02-02-2024,02:34:57,127.948756,38.481679,0,Front,50,242.5
645,floreseileen,mark29@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1318.47,82,20172,08-01-2024,10:02:38,-132.22748,-30.684398,1,AWD,89,431.65
646,linda01,marioallen@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4646.36,78,54386,12-01-2024,06:19:20,32.629255,-9.737111,0,Front,92,446.2
647,mharding,brandi46@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1764.39,82,58384,27-02-2024,02:39:54,-126.24017,0.074305,1,Rear,81,392.85
648,browndevin,jasmineryan@barker.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1705.02,78,86040,27-03-2024,02:35:58,-10.024158,-46.732079,1,Front,58,281.3
649,tammy26,schmidtvincent@crawford.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4179.26,82,18319,30-06-2024,02:17:11,35.295291,-10.853018,1,AWD,82,397.7
650,dana36,stephaniewalker@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4451.78,82,2781,04-01-2024,19:05:14,101.670804,-69.279445,1,Rear,67,324.95
651,christineriddle,daniel16@fuller.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2767.05,83.9,45845,07-08-2024,21:07:27,-59.215638,-0.884635,1,Rear,78,378.3
652,cwilson,oguzman@baker.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2284.38,82,7550,03-02-2024,03:48:46,-11.545563,-48.100899,0,AWD,58,281.3
653,alexandraellis,cummingsjulie@gonzalez.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2367.19,82,96839,31-08-2024,12:05:27,65.794088,-64.489804,0,Rear,83,402.55
654,christopher04,jimenezruben@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4631.42,78,29912,12-11-2024,18:35:32,-165.831185,63.223221,1,Front,58,281.3
655,larry04,tiffanybarnes@christian.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2837.62,78,3797,11-02-2024,20:51:24,57.617575,86.466565,1,Front,74,358.9
656,joel57,travis24@bailey.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3263.09,78,64879,08-06-2024,11:36:23,-132.493474,38.429351,0,Front,48,232.8
657,shelbysherman,lbarnett@chavez-smith.biz,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4042.89,82,55329,30-09-2024,13:07:11,55.772975,-34.983582,0,AWD,56,271.6
658,icisneros,huberchristine@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4726.2,82,54079,30-07-2024,21:58:51,17.750894,-2.933866,1,AWD,31,150.35
659,kristy47,batesbelinda@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1690.04,82,27723,20-05-2024,22:32:01,-83.735604,69.878642,1,AWD,85,412.25
660,gproctor,jholder@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2474.2,78,31341,01-05-2024,11:53:35,-23.349785,-26.990695,1,Front,99,480.15
661,brian66,hernandezmatthew@reynolds.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1241.33,82,21947,18-05-2024,05:59:21,107.493927,-44.674973,1,Rear,54,261.9
662,andreross,dawn11@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3174.39,82,88395,02-10-2024,18:05:33,-81.740241,2.094656,0,AWD,84,407.4
663,amymiller,qwright@hall-perez.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1866.96,82,38184,13-07-2024,10:23:26,137.849994,-63.706077,1,AWD,72,349.2
664,jenniferrice,zherrera@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4494.84,82,34536,27-10-2024,12:21:01,66.860299,-85.619795,0,AWD,83,402.55
665,velasquezvictoria,martinnatalie@gonzalez-brady.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1056.75,78,95686,13-03-2024,13:30:09,-149.461651,-85.265382,0,Front,64,310.4
666,ericksonbrent,colonjohn@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2666.78,83.9,13671,04-10-2024,18:29:58,-2.359148,63.944472,1,Rear,67,324.95
667,dbrown,bryanhale@wheeler.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3077.01,78,82145,22-08-2024,07:05:42,-125.920255,73.23408,0,Front,38,184.3
668,aguirreantonio,kennethzuniga@allen.info,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4502.3,82,98482,08-02-2024,22:10:24,-48.374223,37.185889,1,AWD,65,315.25
669,vwilliams,jhenson@sutton-jensen.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3045.01,82,95103,16-07-2024,20:00:52,175.31682,74.978836,1,AWD,37,179.45
670,megan78,samantha11@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1207.02,82,57851,12-05-2024,01:13:05,-163.030957,-31.224705,1,Rear,44,213.4
671,jasminjohnson,amills@taylor-mcdonald.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2947.15,82,94225,29-03-2024,22:00:46,-8.330106,81.522288,1,AWD,98,475.3
672,brodriguez,jdaugherty@english.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1749.11,83.9,99875,16-08-2024,18:34:48,126.513794,29.824092,1,Rear,72,349.2
673,timothy18,omorgan@west.net,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4592.52,82,14400,03-01-2024,03:43:22,62.533176,-19.499295,0,AWD,86,417.1
674,amy85,gcamacho@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2415.23,78,2431,06-03-2024,22:34:48,124.520612,-76.121617,0,Front,56,271.6
675,james23,francisholloway@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1110.84,78,77188,15-01-2024,04:51:00,14.341871,28.373551,0,Front,50,242.5
676,darnold,bestrada@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3518.85,82,58498,21-09-2024,02:04:38,81.263788,76.654926,1,AWD,38,184.3
677,kimhannah,heidi21@brown-wilson.biz,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3550.05,83.9,39585,15-11-2024,18:10:37,173.077352,-25.567059,0,Rear,66,320.1
678,smithsarah,michaelkrause@mills.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3475.22,78,28272,29-09-2024,01:44:28,164.779822,5.321316,1,Front,77,373.45
679,harveymichelle,amber48@robinson.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4794.38,82,14543,13-10-2024,13:54:20,51.079347,-51.483904,1,AWD,71,344.35
680,cervantesleslie,hernandezmicheal@bennett.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2324.49,78,94126,01-08-2024,03:23:52,106.272719,-38.490885,0,Front,30,145.5
681,richard33,kyledavis@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4665.15,78,43211,07-01-2024,02:57:20,160.789969,66.043079,1,Front,43,208.55
682,rhonda64,zwagner@cobb.info,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1501.64,78,32847,02-08-2024,04:29:30,-166.680632,63.086066,1,Front,39,189.15
683,taylorkaylee,grivera@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1927,82,31199,18-08-2024,23:50:45,-82.798779,-53.675274,1,Rear,36,174.6
684,vhunter,eric09@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4381.84,82,21574,29-03-2024,10:01:43,156.914554,-37.385055,0,AWD,59,286.15
685,hernandezkristin,kelsey67@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3942.8,82,19027,15-01-2024,16:47:24,-177.746541,-58.455794,0,AWD,72,349.2
686,dgarcia,serranosteven@cruz-baker.info,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1673.2,82,70173,06-09-2024,22:20:34,5.716503,43.190318,1,AWD,31,150.35
687,dbeck,tuckerkurt@moreno.info,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4828.07,82,39364,14-11-2024,20:08:26,-133.341962,-18.782392,0,AWD,48,232.8
688,janice26,annacook@jennings-powell.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4715.22,78,59597,13-03-2024,14:42:49,83.835725,-47.889402,0,Front,52,252.2
689,wendy76,derek76@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2108.54,83.9,27616,25-02-2024,14:09:56,-172.082464,79.21759,0,Rear,92,446.2
690,sherryclark,ibutler@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1091.83,83.9,79634,18-02-2024,15:19:04,-36.79234,-72.110238,1,Rear,80,388
691,ebowen,shuang@salinas.net,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3927.27,82,52062,17-08-2024,03:53:01,-43.789788,88.015092,0,AWD,100,485
692,briancook,jordanreed@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4679.79,82,90587,22-07-2024,02:33:39,51.094116,66.122718,1,AWD,36,174.6
693,thomaslane,caitlyn76@frank-edwards.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3771.85,83.9,54436,23-06-2024,22:56:24,-113.888429,46.700441,1,Rear,54,261.9
694,dporter,max26@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4247.01,83.9,77400,30-09-2024,12:43:08,67.415834,-33.070365,0,Rear,47,227.95
695,dylan27,ibrady@chandler-white.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4188.49,83.9,23496,06-09-2024,07:09:31,-19.856625,-19.737629,0,Rear,54,261.9
696,rodriguezcharles,denise76@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4474.8,78,16320,10-07-2024,18:07:19,53.016581,-87.137886,1,Front,49,237.65
697,brianphillips,robertsmary@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3110.24,82,76145,02-08-2024,12:22:18,-14.916662,73.589805,0,AWD,34,164.9
698,gregory16,breannadrake@johnson.biz,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2606.77,82,75033,04-11-2024,05:01:27,-78.648341,58.031738,0,Rear,68,329.8
699,sheapamela,eadams@henderson.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2949.68,83.9,59559,29-06-2024,19:25:15,-122.262828,-62.77721,0,Rear,67,324.95
700,lindamiller,ceaton@jennings-pugh.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1079.4,82,76955,18-03-2024,17:37:08,165.593579,78.242183,0,AWD,96,465.6
701,lconley,nicholas31@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2786.16,82,21460,06-08-2024,13:28:37,-171.820339,-75.484783,0,Rear,97,470.45
702,phamilton,susanjohnson@avila-nguyen.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4721.76,82,20984,15-05-2024,08:24:27,-111.074688,15.337079,1,AWD,69,334.65
703,daniel93,stevenmoore@white-callahan.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1894.73,82,75551,15-02-2024,06:22:05,179.222345,57.918049,0,Rear,53,257.05
704,denise49,martinezrussell@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2391.98,82,59819,02-06-2024,11:24:50,-113.001685,-11.292243,1,AWD,34,164.9
705,shawnmartin,tiffany97@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2881.39,82,82215,17-10-2024,06:32:22,-148.548513,41.012273,1,AWD,31,150.35
706,andrew08,lisa67@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3218.11,82,99268,09-06-2024,08:47:30,-50.939786,-67.455123,0,AWD,78,378.3
707,gardnerelizabeth,brookemartin@strong.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2604.68,82,81725,13-01-2024,19:58:06,-21.836732,-8.115247,0,AWD,32,155.2
708,richardsglenn,susan33@smith.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1033.96,78,47361,27-01-2024,12:34:13,-37.214213,48.411395,0,Front,45,218.25
709,rebecca55,montgomeryjessica@campbell-hogan.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2556.32,82,30128,06-06-2024,05:31:22,152.144028,-22.187647,0,AWD,85,412.25
710,heather39,jamesmartin@long.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1952.54,83.9,56436,21-02-2024,00:17:36,36.122089,-15.255436,1,Rear,45,218.25
711,reedjulie,martineztammy@goodwin-davis.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2911.61,83.9,8041,21-06-2024,21:18:24,-69.923036,-49.437864,0,Rear,43,208.55
712,nedwards,wilsonjohn@morales-jones.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4659.26,82,41000,16-08-2024,12:51:31,28.864149,-59.480215,1,Rear,68,329.8
713,cameronsmith,danielle93@peterson-odom.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4276.58,83.9,77303,21-02-2024,02:14:26,1.5538,-36.758224,0,Rear,35,169.75
714,ojones,uwatson@anderson-henderson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1897.36,78,62557,03-05-2024,17:22:06,-151.09719,-88.900096,0,Front,49,237.65
715,gking,zamoraronald@stokes-perez.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4836.49,78,75353,18-08-2024,13:00:28,91.519855,36.605575,0,Front,37,179.45
716,leslie24,gabrielrodriguez@vazquez-dalton.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3912.05,82,1802,03-05-2024,13:10:10,82.37584,-20.605014,0,AWD,69,334.65
717,jennifertaylor,john08@washington-garza.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4421.77,83.9,34701,30-06-2024,21:43:10,-88.555927,67.095124,0,Rear,86,417.1
718,heather42,shawjoel@fuller-leonard.net,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4673.39,82,14848,17-08-2024,04:38:06,90.727729,31.978408,1,AWD,68,329.8
719,turneramy,reynoldscynthia@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3745.9,83.9,26489,22-03-2024,23:40:09,-25.637929,57.278279,0,Rear,93,451.05
720,briannaandersen,cody90@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2753.07,83.9,45103,30-06-2024,12:11:39,-1.35806,-77.111114,0,Rear,62,300.7
721,susan40,jill83@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2115.2,83.9,71474,07-03-2024,16:35:21,-66.069623,-24.030974,1,Rear,33,160.05
722,epage,bkramer@romero.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2695.93,78,22558,20-05-2024,09:13:23,126.535454,-22.952836,0,Front,56,271.6
723,jillian19,angelathompson@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3837.14,82,1631,20-10-2024,20:10:56,-136.267119,-88.117893,1,Rear,79,383.15
724,michaelflynn,katherinezhang@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2442.65,82,23058,02-08-2024,03:53:14,-71.461306,-28.226493,1,Rear,87,421.95
725,nicole01,johnhill@hudson-thompson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2542.62,78,2263,23-08-2024,10:07:29,-169.618398,-56.342479,1,Front,52,252.2
726,sfoster,taylorraymond@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3400.36,82,45418,17-11-2024,18:19:09,66.45047,-40.307534,0,Rear,35,169.75
727,russell21,deborah03@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3748.48,82,10314,20-01-2024,06:47:46,142.324778,24.483291,1,AWD,30,145.5
728,andrewsjohn,dennisevans@davis-herring.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2168.75,78,50612,03-01-2024,00:56:51,29.984161,74.061011,1,Front,83,402.55
729,hhanna,ctucker@ross-ross.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1362.08,82,7695,03-07-2024,00:15:00,104.641011,9.460893,1,AWD,54,261.9
730,tcampbell,smithmark@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1404.17,82,23237,18-03-2024,02:37:39,118.023542,50.15593,1,AWD,31,150.35
731,wallaceronald,emilyharris@buchanan.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1285.43,82,84769,03-11-2024,00:58:24,83.11072,-39.856787,1,AWD,43,208.55
732,jennifer64,jenniferprice@yoder-roberts.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1790.69,82,60763,10-03-2024,20:15:29,1.893596,46.568291,0,AWD,61,295.85
733,emills,hendersonheather@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2792.92,82,79721,23-04-2024,10:25:05,26.209486,76.783585,1,AWD,32,155.2
734,fuentesnichole,vmurphy@hunt.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3534.14,83.9,11844,20-11-2024,17:35:32,46.252786,56.930581,1,Rear,96,465.6
735,geraldterry,justinrobinson@adams-adams.info,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4526.36,82,22549,26-03-2024,18:50:43,88.386938,37.428316,1,AWD,45,218.25
736,ynorman,carmstrong@hodges.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4503.05,82,70764,23-05-2024,22:56:05,-164.319372,5.666823,0,AWD,90,436.5
737,iwilkinson,campbelltaylor@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3826.64,82,68097,17-06-2024,05:34:51,65.147629,-56.873306,1,AWD,31,150.35
738,bryan00,vincentrogers@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4664.72,82,63639,15-10-2024,02:38:56,67.4299,64.682866,1,AWD,69,334.65
739,myersjoshua,conleyantonio@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1720.24,82,63016,26-07-2024,01:34:04,-160.835212,-43.20934,1,AWD,32,155.2
740,fwilliams,carterstanley@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2731.17,82,34831,17-04-2024,05:09:25,96.635347,-52.145102,1,Rear,83,402.55
741,fosternicholas,natalie46@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2372.98,82,17720,20-09-2024,07:43:32,-95.427687,-20.43575,0,Rear,91,441.35
742,richardmiddleton,donna18@velasquez-francis.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2294.58,83.9,4899,24-01-2024,05:03:43,125.561919,14.232494,1,Rear,83,402.55
743,kmiddleton,waterskyle@terry.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1130.33,83.9,50971,08-01-2024,09:06:11,-77.190217,43.332821,1,Rear,52,252.2
744,robert60,perezjohn@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1586.42,78,56181,17-08-2024,03:16:39,42.507596,-55.162087,0,Front,84,407.4
745,anthonywebb,andrewsullivan@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2346.17,82,16261,31-07-2024,08:00:26,-142.776586,58.90864,1,Rear,32,155.2
746,robertbarron,kimberly90@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4330.5,82,59761,16-07-2024,08:01:06,-6.436952,-57.169277,0,AWD,93,451.05
747,gmurphy,hugheskaren@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3604.17,82,54857,20-03-2024,20:39:26,159.49582,-32.641129,1,AWD,100,485
